dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2026-01-03,2026-01,34,34.0,0,0.00974112965141591,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2026-04-18,2026-04,128,128.0,0,0.03667248809944813,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2026-04-25,2026-04,4019,4019.0,0,1.151458825560016,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2026-05-02,2026-05,142,142.0,0,0.04068354148532527,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2026-05-09,2026-05,129,129.0,0,0.03695899191272507,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2026-05-16,2026-05,366,366.0,0,0.10486039565935949,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2026-05-23,2026-05,57,57.0,0,0.0163307173567855,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2026-05-30,2026-05,86,86.0,0,0.024639327941816714,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2026-06-06,2026-06,255,255.0,0,0.07305847238561933,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2026-06-13,2026-06,114,114.0,0,0.032661434713571,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2026-06-20,2026-06,158,158.0,0,0.045267602497756285,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2026-06-27,2026-06,111,111.0,0,0.03180192327374018,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2026-07-04,2026-07,63,63.0,0,0.018049740236447127,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2026-07-11,2026-07,119,119.0,0,0.03409395377995569,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2026-07-18,2026-07,227,227.0,0,0.06503636561386504,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2026-07-25,2026-07,125,125.0,0,0.035812976659617315,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
