dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2023-11-11,2023-11,1,1.0,0,0.00029114002529453655,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-05-04,2024-05,1,1.0,0,0.0002894971273069784,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-05-11,2024-05,1,1.0,0,0.0002894971273069784,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-05-18,2024-05,1,1.0,0,0.0002894971273069784,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-05-25,2024-05,3,3.0,0,0.0008684913819209351,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-06-08,2024-06,1,0.5,0,0.0002894971273069784,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-06-15,2024-06,2,2.0,0,0.0005789942546139568,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-06-22,2024-06,3,3.0,0,0.0008684913819209351,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-06-29,2024-06,2,2.0,0,0.0005789942546139568,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-07-20,2024-07,1,0.3333333333333333,0,0.0002894971273069784,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-07-27,2024-07,1,1.0,0,0.0002894971273069784,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-08-03,2024-08,1,1.0,0,0.0002894971273069784,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-08-10,2024-08,2,2.0,0,0.0005789942546139568,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-08-17,2024-08,1,1.0,0,0.0002894971273069784,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-08-24,2024-08,2,2.0,0,0.0005789942546139568,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-08-31,2024-08,2,2.0,0,0.0005789942546139568,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-09-07,2024-09,2,2.0,0,0.0005789942546139568,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-09-14,2024-09,2,2.0,0,0.0005789942546139568,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-09-21,2024-09,1,1.0,0,0.0002894971273069784,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-09-28,2024-09,3,3.0,0,0.0008684913819209351,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-10-05,2024-10,1,1.0,0,0.0002894971273069784,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-10-12,2024-10,1,1.0,0,0.0002894971273069784,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-10-19,2024-10,1,1.0,0,0.0002894971273069784,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-10-26,2024-10,1,1.0,0,0.0002894971273069784,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-11-02,2024-11,5,5.0,0,0.001447485636534892,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-11-09,2024-11,1,1.0,0,0.0002894971273069784,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-11-16,2024-11,3,3.0,0,0.0008684913819209351,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-11-23,2024-11,1,1.0,0,0.0002894971273069784,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-11-30,2024-11,1,1.0,0,0.0002894971273069784,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-12-07,2024-12,1,1.0,0,0.0002894971273069784,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2024-12-21,2024-12,4,2.0,0,0.0011579885092279135,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-02-01,2025-02,1,0.16666666666666666,0,0.0002879555610852622,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-02-08,2025-02,2,2.0,0,0.0005759111221705244,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-02-15,2025-02,2,2.0,0,0.0005759111221705244,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-02-22,2025-02,1,1.0,0,0.0002879555610852622,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-03-29,2025-03,5,1.0,0,0.0014397778054263109,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-04-05,2025-04,3,3.0,0,0.0008638666832557865,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-04-12,2025-04,1,1.0,0,0.0002879555610852622,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-04-19,2025-04,4,4.0,0,0.0011518222443410487,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D212,perinatal-hepatitis-c,Perinatal hepatitis C,US,United States,D212,Perinatal hepatitis C,围产期丙型肝炎,Viral,2025-04-26,2025-04,2,2.0,0,0.0005759111221705244,wpp_computed,,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
