dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,coverage_start,coverage_end,generated_at,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-01-06,2024-01,172,172.0,0,0.049793505896800275,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-03-23,2024-03,125,125.0,0,0.036187140913372294,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-03-30,2024-03,132,132.0,0,0.03821362080452115,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-04-06,2024-04,294,294.0,0,0.08511215542825164,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-04-13,2024-04,141,141.0,0,0.04081909495028395,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-04-20,2024-04,261,261.0,0,0.07555875022712134,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-04-27,2024-04,102,102.0,0,0.029528706985311792,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-05-04,2024-05,252,252.0,0,0.07295327608135856,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-05-11,2024-05,115,114.99999999999999,0,0.03329216964030251,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-05-18,2024-05,306,306.0,0,0.08858612095593538,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-05-25,2024-05,89,89.0,0,0.025765244330321076,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-06-01,2024-06,276,276.0,0,0.07990120713672604,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-06-08,2024-06,72,72.0,0,0.020843793166102444,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-06-15,2024-06,115,114.99999999999999,0,0.03329216964030251,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-06-22,2024-06,242,242.0,0,0.07005830480828876,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-06-29,2024-06,93,93.0,0,0.026923232839548984,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-07-06,2024-07,253,253.00000000000003,0,0.07324277320866553,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-07-13,2024-07,121,121.0,0,0.03502915240414438,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-07-20,2024-07,202,202.0,0,0.05847841971600963,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-07-27,2024-07,108,108.0,0,0.03126568974915366,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-08-03,2024-08,294,294.0,0,0.08511215542825164,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-08-10,2024-08,100,100.0,0,0.028949712730697835,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-08-17,2024-08,280,280.0,0,0.08105919564595393,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-08-24,2024-08,107,107.0,0,0.03097619262184668,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-08-31,2024-08,111,111.0,0,0.0321341811310746,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-09-07,2024-09,318,318.0,0,0.09206008648361912,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-09-14,2024-09,114,114.0,0,0.03300267251299553,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-09-21,2024-09,248,248.0,0,0.07179528757213063,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-09-28,2024-09,124,124.0,0,0.03589764378606532,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-10-05,2024-10,334,334.0,0,0.09669204052053076,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-10-12,2024-10,102,102.0,0,0.029528706985311792,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-10-19,2024-10,314,314.0,0,0.09090209797439121,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-10-26,2024-10,135,135.0,0,0.03908211218644208,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-11-02,2024-11,238,238.0,0,0.06890031629906085,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-11-09,2024-11,82,82.0,0,0.023738764439172225,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-11-16,2024-11,308,308.0,0,0.08916511521054933,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-11-23,2024-11,121,121.0,0,0.03502915240414438,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-11-30,2024-11,100,100.0,0,0.028949712730697835,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-12-07,2024-12,330,330.0,0,0.09553405201130286,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-12-14,2024-12,144,144.0,0,0.04168758633220489,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-12-21,2024-12,263,263.0,0,0.07613774448173531,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D208,chronic-hepatitis-b,Chronic hepatitis B,US,United States,D208,Chronic hepatitis B,慢性乙型肝炎,Viral,2024-12-28,2024-12,53,53.0,0,0.015343347747269852,wpp_computed,,2024-01-06,2026-07-25,2026-08-01T00:00:00+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
